timestamp,open,high,low,close,adj close,volume,dividends,stock splits,symbol,adj_open,adj_high,adj_low,adj_close,adj_volume
2021-02-02 18:30:00+00:00,34555.6015625,34908.05078125,34011.8984375,34758.44921875,34758.046875,605200,0.0,0.0,^NSEBANK,34555.20156679741,34907.646705798645,34011.50473539103,34758.046875,605200
2021-02-03 18:30:00+00:00,34548.8984375,35413.1484375,34238.8984375,35344.80078125,35344.390625,0,0.0,0.0,^NSEBANK,34548.497517242664,35412.73748811444,34238.50111461582,35344.390625,0
2021-02-04 18:30:00+00:00,35634.94921875,36615.19921875,35545.0,35654.5,35654.0859375,0,0.0,0.0,^NSEBANK,35634.53538329695,36614.77399946698,35544.58720914436,35654.0859375,0
2021-02-07 18:30:00+00:00,36073.8515625,36466.44921875,35872.25,35983.6484375,35983.23046875,0,0.0,0.0,^NSEBANK,36073.43254599389,36466.02564201838,35871.83332520066,35983.23046875,0
2021-02-08 18:30:00+00:00,36058.80078125,36477.1484375,35636.8515625,36056.5,36056.08203125,0,0.0,0.0,^NSEBANK,36058.38278582923,36476.725592572286,35636.43845833566,36056.08203125,0
2021-02-09 18:30:00+00:00,36042.3515625,36227.19921875,35428.1484375,35783.1015625,35782.6875,0,0.0,0.0,^NSEBANK,36041.93450010065,36226.780017394565,35427.73848232362,35782.6875,0
2021-02-10 18:30:00+00:00,35687.25,36009.44921875,35573.30078125,35752.1015625,35751.6875,0,0.0,0.0,^NSEBANK,35686.83668857753,36009.03217578146,35572.88878952893,35751.6875,0
2021-02-11 18:30:00+00:00,35736.6015625,36322.80078125,35700.25,36108.8984375,36108.48046875,0,0.0,0.0,^NSEBANK,35736.1879031714,36322.380336531496,35699.83676144904,36108.48046875,0
2021-02-14 18:30:00+00:00,36501.3984375,37449.8984375,36405.1015625,37306.25,37305.81640625,0,0.0,0.0,^NSEBANK,36500.9741981774,37449.46317418887,36404.67844239263,37305.81640625,0
2021-02-15 18:30:00+00:00,37492.6015625,37708.75,36762.75,37098.3984375,37097.96875,0,0.0,0.0,^NSEBANK,37492.16730919224,37708.31324318035,36762.324200105504,37097.96875,0
2021-02-16 18:30:00+00:00,37041.94921875,37331.44921875,36764.25,36910.94921875,36910.51953125,0,0.0,0.0,^NSEBANK,37041.51800625366,37331.01463612816,36763.82202025398,36910.51953125,0
2021-02-17 18:30:00+00:00,37088.75,37108.75,36367.44921875,36587.0,36586.57421875,0,0.0,0.0,^NSEBANK,37088.31837963386,37108.31814688384,36367.025992522445,36586.57421875,0
2021-02-18 18:30:00+00:00,36371.55078125,36656.19921875,35584.6015625,35841.6015625,35841.18359375,0,0.0,0.0,^NSEBANK,36371.1266324689,36655.77175052594,35584.18659076922,35841.18359375,0
2021-02-21 18:30:00+00:00,35874.30078125,36128.8984375,35097.55078125,35257.19921875,35256.7890625,0,0.0,0.0,^NSEBANK,35873.8834460956,36128.478140544255,35097.142482232164,35256.7890625,0
2021-02-22 18:30:00+00:00,35540.55078125,35680.8515625,34976.0,35116.94921875,35116.54296875,0,0.0,0.0,^NSEBANK,35540.13963082048,35680.4387890026,34975.59538056932,35116.54296875,0
2021-02-23 18:30:00+00:00,35205.3984375,36567.6484375,35060.6484375,36452.30078125,36451.87890625,272900,0.0,0.0,^NSEBANK,35204.99099332919,36567.22522754195,35060.242668570674,36451.87890625,272900
2021-02-24 18:30:00+00:00,36763.1484375,37232.19921875,36494.0,36549.0,36548.57421875,455900,0.0,0.0,^NSEBANK,36762.72016150625,37231.76547850201,36493.57485947803,36548.57421875,455900
2021-02-25 18:30:00+00:00,35806.6484375,35902.8984375,34658.69921875,34803.6015625,34803.1953125,0,0.0,0.0,^NSEBANK,35806.23047929238,35902.47935580054,34658.29466014326,34803.1953125,0
2021-02-28 18:30:00+00:00,35374.25,35581.1015625,34983.75,35296.0,35295.58984375,0,0.0,0.0,^NSEBANK,35373.83893444791,35580.688093234705,34983.343472243,35295.58984375,0
2021-03-01 18:30:00+00:00,35458.1484375,35747.05078125,35002.44921875,35419.69921875,35419.2890625,0,0.0,0.0,^NSEBANK,35457.737836012246,35746.63683430464,35002.04389420945,35419.2890625,0
2021-03-02 18:30:00+00:00,35754.44921875,36455.1484375,35570.55078125,36368.05078125,36367.62890625,0,0.0,0.0,^NSEBANK,35754.034461622796,36454.72555215375,35570.13815737304,36367.62890625,0
2021-03-03 18:30:00+00:00,35575.6484375,36316.3984375,35519.25,35802.5,35802.08203125,0,0.0,0.0,^NSEBANK,35575.23311708082,36315.97446935087,35518.8353379925,35802.08203125,0
2021-03-04 18:30:00+00:00,35458.5,35616.05078125,34893.25,35228.1484375,35227.73828125,0,0.0,0.0,^NSEBANK,35458.08716179999,35615.636108708975,34892.84374292419,35227.73828125,0
2021-03-07 18:30:00+00:00,35462.44921875,35827.30078125,35090.75,35275.75,35275.33984375,0,0.0,0.0,^NSEBANK,35462.03689172117,35826.88421203925,35090.34199477177,35275.33984375,0
2021-03-08 18:30:00+00:00,35705.8984375,36077.80078125,35544.94921875,35865.6484375,35865.23046875,0,0.0,0.0,^NSEBANK,35705.48233043411,36077.380340132884,35544.5349873436,35865.23046875,0
2021-03-09 18:30:00+00:00,36112.25,36176.8984375,35764.3515625,35938.30078125,35937.8828125,0,0.0,0.0,^NSEBANK,36111.83000819003,36176.47769381735,35763.93561680996,35937.8828125,0
2021-03-11 18:30:00+00:00,36497.3515625,36497.3515625,35188.05078125,35496.6484375,35496.234375,0,0.0,0.0,^NSEBANK,36496.92582696449,36496.92582696449,35187.64031849033,35496.234375,0
2021-03-14 18:30:00+00:00,35544.25,35544.25,34430.6484375,35182.55078125,35182.140625,0,0.0,0.0,^NSEBANK,35543.83562708032,35543.83562708032,34430.24704688634,35182.140625,0
2021-03-15 18:30:00+00:00,35352.0,35405.05078125,34744.6015625,34804.6015625,34804.1953125,0,0.0,0.0,^NSEBANK,35351.587360597296,35404.63752262228,34744.19601283843,34804.1953125,0
2021-03-16 18:30:00+00:00,34905.05078125,35100.5,34126.8515625,34229.25,34228.8515625,0,0.0,0.0,^NSEBANK,34904.64447725062,35100.09142092015,34126.45431694482,34228.8515625,0
2021-03-17 18:30:00+00:00,34577.5,34759.8515625,33597.55078125,33856.80078125,33856.40625,0,0.0,0.0,^NSEBANK,34577.09707048563,34759.446508053916,33597.15927102456,33856.40625,0
2021-03-18 18:30:00+00:00,33590.3984375,34355.3984375,33361.0,34161.6015625,34161.203125,0,0.0,0.0,^NSEBANK,33590.00666212164,34354.997739686114,33360.61090016775,34161.203125,0
2021-03-21 18:30:00+00:00,34088.3984375,34148.8984375,33389.1484375,33603.44921875,33603.05859375,0,0.0,0.0,^NSEBANK,34088.0021751832,34148.501471897885,33388.7603036503,33603.05859375,0
2021-03-22 18:30:00+00:00,33747.94921875,34360.05078125,33622.0,34184.3984375,34184.0,0,0.0,0.0,^NSEBANK,33747.55586829975,34359.65029642772,33621.60811755545,34184.0,0
2021-03-23 18:30:00+00:00,33894.69921875,33970.6484375,33203.3984375,33293.25,33292.86328125,0,0.0,0.0,^NSEBANK,33894.30551384845,33970.25385040801,33203.01276242353,33292.86328125,0
2021-03-24 18:30:00+00:00,33420.75,33550.1484375,32415.25,33006.44921875,33006.06640625,0,0.0,0.0,^NSEBANK,33420.362382393076,33549.75931911548,32414.874044294847,33006.06640625,0
2021-03-25 18:30:00+00:00,33605.05078125,33610.6484375,33166.1015625,33318.19921875,33317.8125,0,0.0,0.0,^NSEBANK,33604.660733062025,33610.25832434097,33165.716609121984,33317.8125,0
2021-03-29 18:30:00+00:00,33615.8984375,33990.80078125,33564.55078125,33875.1015625,33874.70703125,374200,0.0,0.0,^NSEBANK,33615.50692509653,33990.40490249239,33564.15986687441,33874.70703125,374200
2021-03-30 18:30:00+00:00,33764.80078125,33773.1015625,33151.80078125,33303.8984375,33303.51171875,0,0.0,0.0,^NSEBANK,33764.408710586664,33772.709395449514,33151.415828630044,33303.51171875,0
2021-03-31 18:30:00+00:00,33588.0,33949.1484375,33208.75,33858.0,33857.60546875,0,0.0,0.0,^NSEBANK,33587.608614932215,33948.75284414039,33208.36303415298,33857.60546875,0
2021-04-04 18:30:00+00:00,33649.1484375,33697.75,32330.150390625,32678.849609375,32678.470703125,0,0.0,0.0,^NSEBANK,33648.758280783884,33697.359279756216,32329.775527488968,32678.470703125,0
2021-04-05 18:30:00+00:00,32915.6484375,33007.6484375,32338.400390625,32501.349609375,32500.97265625,0,0.0,0.0,^NSEBANK,32915.26667930568,33007.26561228268,32338.025327397434,32500.97265625,0
2021-04-06 18:30:00+00:00,32529.69921875,33191.69921875,32141.55078125,32991.19921875,32990.81640625,0,0.0,0.0,^NSEBANK,32529.321761252937,33191.314079753596,32141.177827622974,32990.81640625,0
2021-04-07 18:30:00+00:00,33154.19921875,33306.80078125,32704.75,32782.8515625,32782.46875,0,0.0,0.0,^NSEBANK,33153.81206994251,33306.41185048082,32704.36809950896,32782.46875,0
2021-04-08 18:30:00+00:00,32636.900390625,32972.1484375,32329.94921875,32448.05078125,32447.673828125,0,0.0,0.0,^NSEBANK,32636.521243610114,32971.765395865994,32329.573637625843,32447.673828125,0
2021-04-11 18:30:00+00:00,31637.900390625,31698.05078125,30520.30078125,30792.0,30791.642578125,0,0.0,0.0,^NSEBANK,31637.533149858613,31697.682842280657,30519.94651315664,30791.642578125,0
2021-04-12 18:30:00+00:00,30901.80078125,31885.44921875,30722.849609375,31771.599609375,31771.23046875,0,0.0,0.0,^NSEBANK,30901.44174644551,31885.078755355087,30722.492653727626,31771.23046875,0
2021-04-14 18:30:00+00:00,31929.099609375,32187.05078125,31406.400390625,32112.849609375,32112.4765625,0,0.0,0.0,^NSEBANK,31928.728697077408,32186.6768723987,31406.035550392407,32112.4765625,0
2021-04-15 18:30:00+00:00,32161.44921875,32325.150390625,31911.900390625,31977.44921875,31977.078125,0,0.0,0.0,^NSEBANK,32161.07598970617,32324.775261852352,31911.530057559827,31977.078125,0
2021-04-18 18:30:00+00:00,30993.44921875,31304.30078125,30405.650390625,31208.400390625,31208.037109375,0,0.0,0.0,^NSEBANK,30993.088439638188,31303.936383671917,30405.29645378291,31208.037109375,0
2021-04-19 18:30:00+00:00,31568.94921875,31731.650390625,30891.0,31112.69921875,31112.337890625,0,0.0,0.0,^NSEBANK,31568.582591954004,31731.281874294797,30890.641246584524,31112.337890625,0
2021-04-21 18:30:00+00:00,30763.5,31834.5,30555.25,31782.599609375,31782.23046875,368400,0.0,0.0,^NSEBANK,30763.14269575942,31834.130256575267,30554.89511448967,31782.23046875,368400
2021-04-22 18:30:00+00:00,31490.599609375,32148.400390625,31377.150390625,31722.30078125,31721.931640625,0,0.0,0.0,^NSEBANK,31490.23316497043,32148.0262916372,31376.785266386825,31721.931640625,0
2021-04-25 18:30:00+00:00,32316.650390625,32603.69921875,32144.80078125,32275.150390625,32274.775390625,0,0.0,0.0,^NSEBANK,32316.27490844289,32603.320401391782,32144.427295762027,32274.775390625,0
2021-04-26 18:30:00+00:00,32228.94921875,32807.1015625,32152.94921875,32735.349609375,32734.96875,0,0.0,0.0,^NSEBANK,32228.574251089572,32806.71986832701,32152.575135311457,32734.96875,0
