timestamp,open,high,low,close,adj close,volume,dividends,stock splits,symbol,adj_open,adj_high,adj_low,adj_close,adj_volume,valid_price_relationship,valid_volume,price_change_pct,is_outlier,is_duplicate,time_diff,has_gap,is_valid
2021-02-03 05:00:00+00:00,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,3830.169921875,4864870000,0.0,0.0,^GSPC,3840.27001953125,3847.510009765625,3816.679931640625,3830.169921875,4864870000,True,True,0.0026300488259632417,False,False,,False,True
2021-02-04 05:00:00+00:00,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,3871.739990234375,4879240000,0.0,0.0,^GSPC,3836.659912109375,3872.419921875,3836.659912109375,3871.739990234375,4879240000,True,True,0.009143390065478376,False,False,1 days 00:00:00,False,True
2021-02-05 05:00:00+00:00,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,3886.830078125,4879470000,0.0,0.0,^GSPC,3878.300048828125,3894.56005859375,3874.929931640625,3886.830078125,4879470000,True,True,0.002199424796813349,False,False,1 days 00:00:00,False,True
2021-02-08 05:00:00+00:00,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,3915.590087890625,4648360000,0.0,0.0,^GSPC,3892.590087890625,3915.77001953125,3892.590087890625,3915.590087890625,4648360000,True,True,0.005908662222500696,False,False,3 days 00:00:00,True,True
2021-02-09 05:00:00+00:00,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,3911.22998046875,4568320000,0.0,0.0,^GSPC,3910.489990234375,3918.35009765625,3902.639892578125,3911.22998046875,4568320000,True,True,0.00018923210038204158,False,False,1 days 00:00:00,False,True
2021-02-10 05:00:00+00:00,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,3909.8798828125,4837070000,0.0,0.0,^GSPC,3920.780029296875,3931.5,3884.93994140625,3909.8798828125,4837070000,True,True,0.0027800964101344283,False,False,1 days 00:00:00,False,True
2021-02-11 05:00:00+00:00,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,3916.3798828125,4590960000,0.0,0.0,^GSPC,3916.39990234375,3925.989990234375,3890.389892578125,3916.3798828125,4590960000,True,True,5.1117178401570814e-06,False,False,1 days 00:00:00,False,True
2021-02-12 05:00:00+00:00,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,3934.830078125,4135060000,0.0,0.0,^GSPC,3911.64990234375,3937.22998046875,3905.780029296875,3934.830078125,4135060000,True,True,0.005925933138178111,False,False,1 days 00:00:00,False,True
2021-02-16 05:00:00+00:00,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,3932.590087890625,5058990000,0.0,0.0,^GSPC,3939.610107421875,3950.429931640625,3923.85009765625,3932.590087890625,5058990000,True,True,0.0017819071785872688,False,False,4 days 00:00:00,True,True
2021-02-17 05:00:00+00:00,3918.5,3933.610107421875,3900.429931640625,3931.330078125,3931.330078125,4730650000,0.0,0.0,^GSPC,3918.5,3933.610107421875,3900.429931640625,3931.330078125,4730650000,True,True,0.00327423200842159,False,False,1 days 00:00:00,False,True
2021-02-18 05:00:00+00:00,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,3913.969970703125,4793650000,0.0,0.0,^GSPC,3915.860107421875,3921.97998046875,3885.030029296875,3913.969970703125,4793650000,True,True,0.0004826874982503981,False,False,1 days 00:00:00,False,True
2021-02-19 05:00:00+00:00,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,3906.7099609375,4845320000,0.0,0.0,^GSPC,3921.159912109375,3930.409912109375,3903.070068359375,3906.7099609375,4845320000,True,True,0.0036851216210923915,False,False,1 days 00:00:00,False,True
2021-02-22 05:00:00+00:00,3885.550048828125,3902.919921875,3874.7099609375,3876.5,3876.5,5917100000,0.0,0.0,^GSPC,3885.550048828125,3902.919921875,3874.7099609375,3876.5,5917100000,True,True,0.0023291551297491275,False,False,3 days 00:00:00,True,True
2021-02-23 05:00:00+00:00,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,3881.3701171875,6296610000,0.0,0.0,^GSPC,3857.070068359375,3895.97998046875,3805.590087890625,3881.3701171875,6296610000,True,True,0.006300131549972374,False,False,1 days 00:00:00,False,True
2021-02-24 05:00:00+00:00,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,3925.429931640625,6012790000,0.0,0.0,^GSPC,3873.7099609375,3928.64990234375,3859.60009765625,3925.429931640625,6012790000,True,True,0.013351534117078796,False,False,1 days 00:00:00,False,True
2021-02-25 05:00:00+00:00,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,3829.340087890625,6547470000,0.0,0.0,^GSPC,3915.800048828125,3925.02001953125,3814.0400390625,3829.340087890625,6547470000,True,True,0.022079769104496213,False,False,1 days 00:00:00,False,True
2021-02-26 05:00:00+00:00,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,3811.14990234375,6526070000,0.0,0.0,^GSPC,3839.659912109375,3861.080078125,3789.5400390625,3811.14990234375,6526070000,True,True,0.0074251393139562185,False,False,1 days 00:00:00,False,True
2021-03-01 05:00:00+00:00,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,3901.820068359375,5114820000,0.0,0.0,^GSPC,3842.510009765625,3914.5,3842.510009765625,3901.820068359375,5114820000,True,True,0.015435238540176928,False,False,3 days 00:00:00,True,True
2021-03-02 05:00:00+00:00,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,3870.2900390625,5536010000,0.0,0.0,^GSPC,3903.639892578125,3906.409912109375,3868.570068359375,3870.2900390625,5536010000,True,True,0.00854327100689592,False,False,1 days 00:00:00,False,True
2021-03-03 05:00:00+00:00,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,3819.719970703125,6173660000,0.0,0.0,^GSPC,3863.989990234375,3874.469970703125,3818.860107421875,3819.719970703125,6173660000,True,True,0.011457074071914132,False,False,1 days 00:00:00,False,True
2021-03-04 05:00:00+00:00,3818.530029296875,3843.669921875,3723.340087890625,3768.469970703125,3768.469970703125,7195400000,0.0,0.0,^GSPC,3818.530029296875,3843.669921875,3723.340087890625,3768.469970703125,7195400000,True,True,0.013109772139979166,False,False,1 days 00:00:00,False,True
2021-03-05 05:00:00+00:00,3793.580078125,3851.68994140625,3730.18994140625,3841.93994140625,3841.93994140625,6851070000,0.0,0.0,^GSPC,3793.580078125,3851.68994140625,3730.18994140625,3841.93994140625,6851070000,True,True,0.01274781664953074,False,False,1 days 00:00:00,False,True
2021-03-08 05:00:00+00:00,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,3821.35009765625,5871710000,0.0,0.0,^GSPC,3844.389892578125,3881.06005859375,3819.25,3821.35009765625,5871710000,True,True,0.005993095280568447,False,False,3 days 00:00:00,True,True
2021-03-09 05:00:00+00:00,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,3875.43994140625,5513560000,0.0,0.0,^GSPC,3851.929931640625,3903.760009765625,3851.929931640625,3875.43994140625,5513560000,True,True,0.006103436506595942,False,False,1 days 00:00:00,False,True
2021-03-10 05:00:00+00:00,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,3898.81005859375,5847380000,0.0,0.0,^GSPC,3891.989990234375,3917.35009765625,3885.72998046875,3898.81005859375,5847380000,True,True,0.0017523345066373865,False,False,1 days 00:00:00,False,True
