timestamp,open,high,low,close,adj close,volume,dividends,stock splits,symbol,adj_open,adj_high,adj_low,adj_close,adj_volume,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_histogram,adx_14,rsi_14,roc_5,roc_20,stoch_k,stoch_d,williams_r_14,cci_20,mfi_14,atr_14,bb_middle,bb_upper,bb_lower,bb_width,hist_vol_20,hist_vol_60,vwap,obv,volume_roc_10,ad_line,cmf_20,price_vs_sma20,golden_cross,death_cross,doji,hammer,shooting_star,engulfing_bullish,engulfing_bearish,morning_star,evening_star,distance_to_resistance,distance_to_support,support_resistance_ratio,return_1d,return_5d,return_20d,high_low_ratio,close_position,gap,fib_236,fib_382,fib_500,fib_618,return_10d,rsi_14_slope_5,rsi_14_rising_5,rsi_14_slope_10,rsi_14_rising_10,macd_slope_5,macd_rising_5,macd_slope_10,macd_rising_10,stoch_k_slope_5,stoch_k_rising_5,stoch_k_slope_10,stoch_k_rising_10,cci_20_slope_5,cci_20_rising_5,cci_20_slope_10,cci_20_rising_10,macd_cross_above,macd_cross_below,stoch_cross_above,stoch_cross_below,rsi_cross_above_30,rsi_cross_below_70,price_cross_bb_upper,price_cross_bb_lower,adj close_norm,stock splits_norm,sma_20_norm,sma_50_norm,sma_200_norm,ema_12_norm,ema_26_norm,macd_norm,macd_signal_norm,macd_histogram_norm,adx_14_norm,rsi_14_norm,roc_5_norm,roc_20_norm,stoch_k_norm,stoch_d_norm,williams_r_14_norm,cci_20_norm,mfi_14_norm,atr_14_norm,bb_middle_norm,bb_upper_norm,bb_lower_norm,bb_width_norm,hist_vol_20_norm,hist_vol_60_norm,vwap_norm,obv_norm,volume_roc_10_norm,ad_line_norm,cmf_20_norm,price_vs_sma20_norm,golden_cross_norm,death_cross_norm,doji_norm,hammer_norm,shooting_star_norm,engulfing_bullish_norm,engulfing_bearish_norm,morning_star_norm,evening_star_norm,distance_to_resistance_norm,distance_to_support_norm,support_resistance_ratio_norm,return_1d_norm,return_5d_norm,return_20d_norm,high_low_ratio_norm,close_position_norm,gap_norm,fib_236_norm,fib_382_norm,fib_500_norm,fib_618_norm,return_10d_norm,rsi_14_slope_5_norm,rsi_14_rising_5_norm,rsi_14_slope_10_norm,rsi_14_rising_10_norm,macd_slope_5_norm,macd_rising_5_norm,macd_slope_10_norm,macd_rising_10_norm,stoch_k_slope_5_norm,stoch_k_rising_5_norm,stoch_k_slope_10_norm,stoch_k_rising_10_norm,cci_20_slope_5_norm,cci_20_rising_5_norm,cci_20_slope_10_norm,cci_20_rising_10_norm,macd_cross_above_norm,macd_cross_below_norm,stoch_cross_above_norm,stoch_cross_below_norm,rsi_cross_above_30_norm,rsi_cross_below_70_norm,price_cross_bb_upper_norm,price_cross_bb_lower_norm
2021-02-03 05:00:00+00:00,139.6999969482422,140.05999755859375,138.00999450683594,138.6300048828125,129.09637451171875,4678600,0.0,0.0,NKE,130.09278287598337,130.42802612767105,128.51900245026724,129.09637451171875,4678600,,,,,,,,,,,,,,,,,,,,,,,,,,-4678600,,-1848574.4129096605,,,0,0,0,0,0,0,0,0,0,,,,,,,0.014787585512174892,0.3024436355910197,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.0141770679607063,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.483413043106725,,0.774277496033527,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,,,,-0.7035506639379585,-0.621284851946765,,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-04 05:00:00+00:00,139.5500030517578,141.0500030517578,138.9199981689453,140.6300048828125,130.95884704589844,4533700,0.0,0.0,NKE,129.95311718959758,131.3499618439979,129.36643788772906,130.95884704589844,4533700,,,,,,,,,,,,,,,,,,,,,,,,,1.938058393536528,-144900,,897199.4523548246,,,0,0,0,0,0,0,0,0,0,,,,0.014323813830955687,,,0.0151461623327642,0.8028182130404224,0.006636356752082715,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.081422356893469,0,,,,,,,,,,,,,,,,,,,,,,,,,5.458045838114803,1.5146157330594816,,0.8000249029131283,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,0.6759902396307038,,,-0.6715278857083632,1.0012128789826749,0.4279323206621603,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-05 05:00:00+00:00,141.33999633789062,145.57000732421875,141.2899932861328,145.11000061035156,135.13079833984375,6151500,0.0,0.0,NKE,131.6200569371873,135.55917043153352,131.57349259100133,135.13079833984375,6151500,,,,,,,,,,,,,,,,,,,,,,,,,3.9757816959886827,6006600,,5726399.443442009,,,0,0,0,0,0,0,0,0,0,,,,0.03135971710598839,,,0.029494962580688035,0.892522148324037,0.00504864844219954,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.2320522668794058,0,,,,,,,,,,,,,,,,,,,,,,,,,10.990957118136555,1.5569527529867777,,0.8453088130873962,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,1.4453481619131407,,,0.6098947323093749,1.29208383448765,0.32890720100130805,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-08 05:00:00+00:00,145.14999389648438,145.8800048828125,142.8000030517578,143.41000366210938,133.54766845703125,6304300,0.0,0.0,NKE,135.16799920805946,135.84780718994782,132.97961771308346,133.54766845703125,6304300,,,,,,,,,,,,,,,,,,,,,,,,,1.686353828945529,-297700,,1919258.249690182,,,0,0,0,0,0,0,0,0,0,,,,-0.011784393432069603,,,0.021476896676688815,0.19805202847002018,0.00027560668434012495,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.1748927520763024,0,,,,,,,,,,,,,,,,,,,,,,,,,4.774607108733534,1.5135641039210779,,0.8096088544696541,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,-0.5030817338430251,,,-0.10616032627491968,-0.9597815568458589,0.03121333098997614,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-09 05:00:00+00:00,143.60000610351562,144.22000122070312,141.6999969482422,141.7899932861328,132.03909301757812,3436300,0.0,0.0,NKE,133.72463122248607,134.3019892648379,131.95528572938676,132.03909301757812,3436300,,,,,,,,,,,,,,,,,,,,,,,,,0.9387976473334099,-3734000,,-1271602.1538193338,,,0,0,0,0,0,0,0,0,0,,,,-0.011360643878377298,,,0.017772793510015605,0.035712771946678816,0.001324889732615291,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.120425054195552,0,,,,,,,,,,,,,,,,,,,,,,,,,2.7448113927428928,1.4899141483693965,,0.7796878248668558,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,-0.48394479282301944,,,-0.43695603708237657,-1.486177355554333,0.09665695105970899,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-10 05:00:00+00:00,142.4499969482422,142.60000610351562,140.89999389648438,142.4600067138672,132.66302490234375,4125700,0.0,0.0,NKE,132.65370350880315,132.79339652693974,131.21029424470657,132.66302490234375,4125700,,,,,,,,,,,2.7627509890750463,,,,,,,,,,,,,,0.9204058133629471,391700,,2174578.629220195,,,0,0,0,0,0,0,0,0,0,,,,0.004714263279608199,0.027252756906105218,,0.011933259349381803,0.9176480091371315,0.004654797188525743,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.142952355455276,0,,,,,,,,,,,0.6161354517619178,,,,,,,,,,,,,,2.6948731182416372,1.5183088233452635,,0.812003020201791,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,0.24201361233393026,0.6295690167899892,,-0.9584568610419338,1.373556103452028,0.30434275973659347,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-11 05:00:00+00:00,143.0,144.35000610351562,142.41000366210938,143.5399932861328,133.6687469482422,3828700,0.0,0.0,NKE,133.1658890041572,134.4230551785327,132.61646671853202,133.6687469482422,3828700,,,,,,,,,,,2.069251441571958,,,,,,,,,,,,,,0.9319564520895299,4220400,,2806070.205435391,,,0,0,0,0,0,0,0,0,0,,,,0.007552389550138668,0.020481332625288208,,0.013515414045889263,0.5824681453215569,0.0037904903880665694,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.1792643376839305,0,,,,,,,,,,,0.47231691674980725,,,,,,,,,,,,,,2.7262358941518205,1.5446594285953064,,0.8179245823375307,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,0.3701861486191441,0.48982916082228783,,-0.8171622037690375,0.2867131801642242,0.2504360793933661,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-12 05:00:00+00:00,143.11000061035156,143.4499969482422,141.39999389648438,142.1199951171875,132.34640502929688,3637000,0.0,0.0,NKE,133.26832785846307,133.58494265292492,131.67591828252918,132.34640502929688,3637000,,,,,,,,,,,-2.060509600019096,,,,,,,,,,,,,,0.6677994043875781,583400,,1723841.4653628932,,,0,0,0,0,0,0,0,0,0,,,,-0.009941958432575428,-0.020820342913275544,,0.014424452027791353,0.3512195847955567,-0.002995629760997007,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.1315206728644402,0,,,,,,,,,,,-0.3841164941877362,,,,,,,,,,,,,,2.008985663382724,1.5196281774410227,,0.8077764109750063,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,-0.41987558150306,-0.36250115428348323,,-0.7359803759841616,-0.46312560390564456,-0.17281317590806103,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-16 05:00:00+00:00,143.3699951171875,143.3699951171875,141.02999877929688,141.7100067138672,131.96456909179688,4873400,0.0,0.0,NKE,133.51039961866897,133.51039961866897,131.33132549703953,131.96456909179688,4873400,,,,,,,,,,,-1.1854102955380836,,,,,,,,,,,,,,0.5471636935296915,-4290000,,-317117.6331933886,,,0,0,0,0,0,0,0,0,0,,,,-0.00288897358156661,-0.011924923062772418,,0.016512569522457315,0.290602136221393,0.008795384484563842,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.1177343391221235,0,,,,,,,,,,,-0.20263764475847176,,,,,,,,,,,,,,1.6814305509806486,1.4860875397244193,,0.7886381254082555,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,-0.1742939611562383,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,-0.10135594193606252,-0.17892903752763317,,-0.5495006048178817,-0.6596816984771314,0.5625905436047446,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
2021-02-17 05:00:00+00:00,141.3000030517578,144.55999755859375,140.2100067138672,143.99000549316406,134.08779907226562,6437100,0.0,0.0,NKE,131.58278835550232,134.6185927289528,130.5677511698032,134.08779907226562,6437100,,,,,,,,,,,1.5515990628419143,,,,,,,,,,,,,,0.8360803096340264,2147100,,4433038.1614754945,,,0,0,0,0,0,1,0,0,0,,,,0.015961127655510565,0.01539684847111561,,0.03021036654473271,0.868967065480706,-0.0028932583634494573,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,1.194394376189575,0,,,,,,,,,,,0.36496571944544637,,,,,,,,,,,,,,2.4659089943030206,1.5303901701355382,,0.8331808299383152,,,-0.04895068119087489,-0.05654598275624201,-0.25211605124889724,-0.05654598275624201,-0.09825543718082712,5.732858127760595,-0.20791039582392112,-0.18144600876480163,-0.17670619611325628,,,,0.7499329206759761,0.3849021832901087,,0.6737840334848538,1.2157049171973844,-0.16642828780935184,,,,,,,-0.9744103446215702,,-0.9775252623300753,,-0.9775252623300753,,-0.9467893937851352,0,-1.009212967467879,0,-0.9806496915274804,,-1.0027948185774944,,-0.975966620230681,-0.1928501023565657,-0.19285010235656566,-0.48003577688166066,-0.48003577688166066,-0.1928501023565657,-0.15914550829409693,-0.14545017825631668,-0.17185191401255118
